YYYY DOY Hour    X(au)     Y(au)     Z(au)
2023 145   4 -130.7900   10.1001   91.5043
2023 145   5 -130.7903   10.1000   91.5045
2023 145   6 -130.7906   10.1000   91.5048
2023 145   7 -130.7910   10.1000   91.5050
2023 145   8 -130.7913   10.1000   91.5052
2023 145   9 -130.7916   10.1001   91.5055
2023 145  10 -130.7919   10.1000   91.5057
2023 145  11 -130.7923   10.1000   91.5059
2023 145  12 -130.7926   10.1000   91.5062
2023 145  13 -130.7929   10.1000   91.5064
2023 145  14 -130.7933   10.1000   91.5067
2023 145  15 -130.7936   10.1000   91.5069
2023 145  16 -130.7939   10.1000   91.5072
2023 145  17 -130.7943   10.1000   91.5074
2023 145  18 -130.7946   10.1000   91.5076
2023 145  19 -130.7949   10.1000   91.5079
2023 145  20 -130.7952   10.1000   91.5081
2023 145  21 -130.7956   10.1000   91.5083
2023 145  22 -130.7959   10.1000   91.5086
2023 145  23 -130.7962   10.1000   91.5088
2023 146   0 -130.7966   10.1000   91.5091
2023 146   1 -130.7969   10.1000   91.5093
2023 146   2 -130.7972   10.1000   91.5095
2023 146   3 -130.7975   10.1000   91.5098
2023 146   4 -130.7979   10.1000   91.5100
2023 146   5 -130.7982   10.1000   91.5102
2023 146   6 -130.7985   10.1000   91.5105
2023 146   7 -130.7989   10.1000   91.5107
2023 146   8 -130.7992   10.1000   91.5110
2023 146   9 -130.7995   10.1000   91.5112
2023 146  10 -130.7999   10.1000   91.5115
2023 146  11 -130.8002   10.1000   91.5117
2023 146  12 -130.8005   10.1000   91.5119
2023 146  13 -130.8008   10.1000   91.5122
2023 146  14 -130.8012   10.1000   91.5124
2023 146  15 -130.8015   10.1000   91.5126
2023 146  16 -130.8018   10.1000   91.5129
2023 146  17 -130.8022   10.1000   91.5131
2023 146  18 -130.8025   10.1000   91.5133
2023 146  19 -130.8028   10.1000   91.5136
2023 146  20 -130.8032   10.1000   91.5138
2023 146  21 -130.8035   10.0999   91.5141
2023 146  22 -130.8038   10.0999   91.5143
2023 146  23 -130.8041   10.1000   91.5146
2023 147   0 -130.8045   10.0999   91.5148
2023 147   1 -130.8048   10.0999   91.5150
2023 147   2 -130.8051   10.0999   91.5153
2023 147   3 -130.8055   10.1000   91.5155
2023 147   4 -130.8058   10.1000   91.5157
2023 147   5 -130.8061   10.0999   91.5160
2023 147   6 -130.8064   10.0999   91.5162
2023 147   7 -130.8068   10.0999   91.5165
2023 147   8 -130.8071   10.0999   91.5167
2023 147   9 -130.8074   10.0999   91.5170
2023 147  10 -130.8078   10.0999   91.5172
2023 147  11 -130.8081   10.0999   91.5174
2023 147  12 -130.8084   10.0999   91.5177
2023 147  13 -130.8087   10.0999   91.5179
2023 147  14 -130.8091   10.0999   91.5181
2023 147  15 -130.8094   10.0999   91.5184
2023 147  16 -130.8097   10.0999   91.5186
2023 147  17 -130.8101   10.0999   91.5189
2023 147  18 -130.8104   10.0999   91.5191
2023 147  19 -130.8107   10.0999   91.5193
2023 147  20 -130.8111   10.0999   91.5196
2023 147  21 -130.8114   10.0999   91.5198
2023 147  22 -130.8117   10.0999   91.5201
2023 147  23 -130.8121   10.0999   91.5203
2023 148   0 -130.8124   10.0999   91.5205
2023 148   1 -130.8127   10.0999   91.5208
2023 148   2 -130.8130   10.0999   91.5210
2023 148   3 -130.8134   10.0999   91.5212
2023 148   4 -130.8137   10.0999   91.5215
2023 148   5 -130.8140   10.0999   91.5217
2023 148   6 -130.8144   10.0999   91.5220
2023 148   7 -130.8147   10.0999   91.5222
2023 148   8 -130.8150   10.0999   91.5224
2023 148   9 -130.8153   10.0999   91.5227
2023 148  10 -130.8157   10.0999   91.5229
2023 148  11 -130.8160   10.0999   91.5232
2023 148  12 -130.8163   10.0999   91.5234
2023 148  13 -130.8167   10.0999   91.5236
2023 148  14 -130.8170   10.0999   91.5239
2023 148  15 -130.8173   10.0999   91.5241
2023 148  16 -130.8177   10.0998   91.5244
2023 148  17 -130.8180   10.0999   91.5246
2023 148  18 -130.8183   10.0999   91.5248
2023 148  19 -130.8186   10.0998   91.5251
2023 148  20 -130.8190   10.0998   91.5253
2023 148  21 -130.8193   10.0998   91.5255
2023 148  22 -130.8196   10.0999   91.5258
2023 148  23 -130.8200   10.0999   91.5260
2023 149   0 -130.8203   10.0998   91.5263
2023 149   1 -130.8206   10.0998   91.5265
2023 149   2 -130.8210   10.0999   91.5268
2023 149   3 -130.8213   10.0998   91.5270
2023 149   4 -130.8216   10.0998   91.5272
2023 149   5 -130.8219   10.0998   91.5275
2023 149   6 -130.8223   10.0998   91.5277
2023 149   7 -130.8226   10.0999   91.5279
2023 149   8 -130.8229   10.0998   91.5282
2023 149   9 -130.8233   10.0998   91.5284
2023 149  10 -130.8236   10.0998   91.5287
2023 149  11 -130.8239   10.0998   91.5289
2023 149  12 -130.8242   10.0998   91.5292
2023 149  13 -130.8246   10.0998   91.5294
2023 149  14 -130.8249   10.0998   91.5296
2023 149  15 -130.8253   10.0998   91.5299
2023 149  16 -130.8256   10.0998   91.5301
2023 149  17 -130.8259   10.0998   91.5303
2023 149  18 -130.8262   10.0998   91.5306
2023 149  19 -130.8266   10.0998   91.5308
2023 149  20 -130.8269   10.0998   91.5311
2023 149  21 -130.8272   10.0998   91.5313
2023 149  22 -130.8275   10.0998   91.5315
2023 149  23 -130.8279   10.0998   91.5318
2023 150   0 -130.8282   10.0998   91.5320
2023 150   1 -130.8285   10.0998   91.5323
2023 150   2 -130.8289   10.0998   91.5325
2023 150   3 -130.8292   10.0998   91.5327
2023 150   4 -130.8295   10.0998   91.5330
2023 150   5 -130.8298   10.0998   91.5332
2023 150   6 -130.8302   10.0998   91.5334
2023 150   7 -130.8305   10.0998   91.5337
2023 150   8 -130.8308   10.0998   91.5339
2023 150   9 -130.8312   10.0998   91.5342
2023 150  10 -130.8315   10.0998   91.5344
2023 150  11 -130.8318   10.0998   91.5347
2023 150  12 -130.8322   10.0998   91.5349
2023 150  13 -130.8325   10.0998   91.5351
2023 150  14 -130.8328   10.0998   91.5354
2023 150  15 -130.8332   10.0998   91.5356
2023 150  16 -130.8335   10.0998   91.5358
2023 150  17 -130.8338   10.0998   91.5361
2023 150  18 -130.8342   10.0998   91.5363
2023 150  19 -130.8345   10.0997   91.5366
2023 150  20 -130.8348   10.0997   91.5368
2023 150  21 -130.8351   10.0998   91.5370
2023 150  22 -130.8354   10.0997   91.5373
2023 150  23 -130.8358   10.0997   91.5375
2023 151   0 -130.8361   10.0997   91.5377
2023 151   1 -130.8364   10.0997   91.5380
2023 151   2 -130.8368   10.0998   91.5382
2023 151   3 -130.8371   10.0997   91.5385
2023 151   4 -130.8374   10.0997   91.5387
2023 151   5 -130.8378   10.0997   91.5390
2023 151   6 -130.8381   10.0997   91.5392
2023 151   7 -130.8384   10.0997   91.5394
2023 151   8 -130.8387   10.0997   91.5397
2023 151   9 -130.8391   10.0997   91.5399
2023 151  10 -130.8394   10.0997   91.5401
2023 151  11 -130.8397   10.0997   91.5404
2023 151  12 -130.8401   10.0997   91.5406
2023 151  13 -130.8404   10.0997   91.5409
2023 151  14 -130.8407   10.0997   91.5411
2023 151  15 -130.8411   10.0997   91.5414
2023 151  16 -130.8414   10.0997   91.5416
2023 151  17 -130.8417   10.0997   91.5418
2023 151  18 -130.8421   10.0997   91.5420
2023 151  19 -130.8424   10.0997   91.5423
2023 151  20 -130.8427   10.0997   91.5425
2023 151  21 -130.8430   10.0997   91.5428
2023 151  22 -130.8434   10.0997   91.5430
2023 151  23 -130.8437   10.0997   91.5432
2023 152   0 -130.8440   10.0997   91.5435
2023 152   1 -130.8443   10.0997   91.5437
2023 152   2 -130.8447   10.0997   91.5440
2023 152   3 -130.8450   10.0997   91.5442
2023 152   4 -130.8453   10.0997   91.5445
2023 152   5 -130.8457   10.0997   91.5447
2023 152   6 -130.8460   10.0997   91.5449
2023 152   7 -130.8463   10.0997   91.5452
2023 152   8 -130.8467   10.0997   91.5454
2023 152   9 -130.8470   10.0997   91.5456
2023 152  10 -130.8473   10.0997   91.5459
2023 152  11 -130.8476   10.0997   91.5461
2023 152  12 -130.8480   10.0997   91.5464
2023 152  13 -130.8483   10.0997   91.5466
2023 152  14 -130.8486   10.0997   91.5468
2023 152  15 -130.8490   10.0997   91.5471
2023 152  16 -130.8493   10.0997   91.5473
2023 152  17 -130.8496   10.0997   91.5475
2023 152  18 -130.8499   10.0996   91.5478
2023 152  19 -130.8503   10.0996   91.5480
2023 152  20 -130.8506   10.0997   91.5483
2023 152  21 -130.8510   10.0997   91.5485
2023 152  22 -130.8513   10.0996   91.5487
2023 152  23 -130.8516   10.0996   91.5490
2023 153   0 -130.8519   10.0997   91.5492
2023 153   1 -130.8523   10.0996   91.5495
2023 153   2 -130.8526   10.0996   91.5497
2023 153   3 -130.8529   10.0996   91.5499
2023 153   4 -130.8532   10.0996   91.5502
2023 153   5 -130.8536   10.0996   91.5504
2023 153   6 -130.8539   10.0996   91.5507
2023 153   7 -130.8542   10.0996   91.5509
2023 153   8 -130.8546   10.0996   91.5511
2023 153   9 -130.8549   10.0996   91.5514
2023 153  10 -130.8552   10.0996   91.5516
2023 153  11 -130.8555   10.0996   91.5519
2023 153  12 -130.8559   10.0996   91.5521
2023 153  13 -130.8562   10.0996   91.5523
2023 153  14 -130.8565   10.0996   91.5526
2023 153  15 -130.8569   10.0996   91.5528
2023 153  16 -130.8572   10.0996   91.5531
2023 153  17 -130.8575   10.0996   91.5533
2023 153  18 -130.8579   10.0996   91.5535
2023 153  19 -130.8582   10.0996   91.5538
2023 153  20 -130.8585   10.0996   91.5540
2023 153  21 -130.8589   10.0996   91.5543
2023 153  22 -130.8592   10.0996   91.5545
2023 153  23 -130.8595   10.0996   91.5547
2023 154   0 -130.8599   10.0996   91.5550
2023 154   1 -130.8602   10.0996   91.5552
2023 154   2 -130.8605   10.0996   91.5554
2023 154   3 -130.8608   10.0996   91.5557
2023 154   4 -130.8612   10.0996   91.5559
2023 154   5 -130.8615   10.0996   91.5562
2023 154   6 -130.8618   10.0996   91.5564
2023 154   7 -130.8622   10.0996   91.5566
2023 154   8 -130.8625   10.0996   91.5569
2023 154   9 -130.8628   10.0996   91.5571
2023 154  10 -130.8631   10.0996   91.5574
2023 154  11 -130.8635   10.0996   91.5576
2023 154  12 -130.8638   10.0996   91.5578
2023 154  13 -130.8641   10.0995   91.5581
2023 154  14 -130.8644   10.0996   91.5583
2023 154  15 -130.8648   10.0996   91.5586
2023 154  16 -130.8651   10.0996   91.5588
2023 154  17 -130.8655   10.0996   91.5590
2023 154  18 -130.8658   10.0995   91.5593
2023 154  19 -130.8661   10.0996   91.5595
2023 154  20 -130.8664   10.0995   91.5597
2023 154  21 -130.8668   10.0995   91.5600
2023 154  22 -130.8671   10.0995   91.5602
2023 154  23 -130.8674   10.0995   91.5605
2023 155   0 -130.8677   10.0995   91.5607
2023 155   1 -130.8681   10.0995   91.5609
2023 155   2 -130.8684   10.0995   91.5612
2023 155   3 -130.8687   10.0995   91.5614
2023 155   4 -130.8691   10.0995   91.5616
2023 155   5 -130.8694   10.0995   91.5619
2023 155   6 -130.8697   10.0995   91.5621
2023 155   7 -130.8701   10.0995   91.5624
2023 155   8 -130.8704   10.0995   91.5626
2023 155   9 -130.8707   10.0995   91.5629
2023 155  10 -130.8711   10.0995   91.5631
2023 155  11 -130.8714   10.0995   91.5633
2023 155  12 -130.8717   10.0995   91.5636
2023 155  13 -130.8720   10.0995   91.5638
2023 155  14 -130.8724   10.0995   91.5641
2023 155  15 -130.8727   10.0995   91.5643
2023 155  16 -130.8730   10.0995   91.5645
2023 155  17 -130.8733   10.0995   91.5648
2023 155  18 -130.8737   10.0995   91.5650
2023 155  19 -130.8740   10.0995   91.5652
2023 155  20 -130.8743   10.0995   91.5655
2023 155  21 -130.8747   10.0995   91.5657
2023 155  22 -130.8750   10.0995   91.5660
2023 155  23 -130.8753   10.0995   91.5662
2023 156   0 -130.8757   10.0995   91.5664
2023 156   1 -130.8760   10.0995   91.5667
2023 156   2 -130.8763   10.0995   91.5669
2023 156   3 -130.8767   10.0995   91.5672
2023 156   4 -130.8770   10.0995   91.5674
2023 156   5 -130.8773   10.0995   91.5676
2023 156   6 -130.8776   10.0995   91.5679
2023 156   7 -130.8780   10.0995   91.5681
2023 156   8 -130.8783   10.0995   91.5684
2023 156   9 -130.8786   10.0995   91.5686
2023 156  10 -130.8790   10.0995   91.5689
2023 156  11 -130.8793   10.0995   91.5691
2023 156  12 -130.8796   10.0995   91.5693
2023 156  13 -130.8800   10.0995   91.5696
2023 156  14 -130.8803   10.0995   91.5698
2023 156  15 -130.8806   10.0995   91.5700
2023 156  16 -130.8809   10.0994   91.5703
2023 156  17 -130.8812   10.0995   91.5705
2023 156  18 -130.8816   10.0995   91.5707
2023 156  19 -130.8819   10.0994   91.5710
2023 156  20 -130.8822   10.0994   91.5712
2023 156  21 -130.8826   10.0994   91.5715
2023 156  22 -130.8829   10.0995   91.5717
2023 156  23 -130.8832   10.0994   91.5719
2023 157   0 -130.8836   10.0994   91.5722
2023 157   1 -130.8839   10.0994   91.5724
2023 157   2 -130.8842   10.0994   91.5727
2023 157   3 -130.8846   10.0994   91.5729
2023 157   4 -130.8849   10.0994   91.5731
2023 157   5 -130.8852   10.0994   91.5734
2023 157   6 -130.8856   10.0994   91.5736
2023 157   7 -130.8859   10.0994   91.5739
2023 157   8 -130.8862   10.0994   91.5741
2023 157   9 -130.8865   10.0994   91.5743
2023 157  10 -130.8869   10.0994   91.5746
2023 157  11 -130.8872   10.0994   91.5748
2023 157  12 -130.8875   10.0994   91.5750
2023 157  13 -130.8879   10.0994   91.5753
2023 157  14 -130.8882   10.0994   91.5755
2023 157  15 -130.8885   10.0994   91.5758
2023 157  16 -130.8889   10.0994   91.5760
2023 157  17 -130.8892   10.0994   91.5763
2023 157  18 -130.8895   10.0994   91.5765
2023 157  19 -130.8898   10.0994   91.5767
2023 157  20 -130.8902   10.0994   91.5769
2023 157  21 -130.8905   10.0994   91.5772
2023 157  22 -130.8908   10.0994   91.5774
2023 157  23 -130.8912   10.0994   91.5777
2023 158   0 -130.8915   10.0994   91.5779
2023 158   1 -130.8918   10.0994   91.5782
2023 158   2 -130.8922   10.0994   91.5784
2023 158   3 -130.8925   10.0994   91.5786
2023 158   4 -130.8928   10.0994   91.5789
2023 158   5 -130.8931   10.0994   91.5791
2023 158   6 -130.8935   10.0994   91.5793
2023 158   7 -130.8938   10.0994   91.5796
2023 158   8 -130.8941   10.0994   91.5798
2023 158   9 -130.8944   10.0994   91.5801
2023 158  10 -130.8948   10.0994   91.5803
2023 158  11 -130.8951   10.0993   91.5806
2023 158  12 -130.8954   10.0994   91.5808
2023 158  13 -130.8958   10.0994   91.5810
2023 158  14 -130.8961   10.0993   91.5813
2023 158  15 -130.8964   10.0993   91.5815
2023 158  16 -130.8968   10.0994   91.5817
2023 158  17 -130.8971   10.0994   91.5820
2023 158  18 -130.8974   10.0994   91.5822
2023 158  19 -130.8978   10.0993   91.5825
2023 158  20 -130.8981   10.0993   91.5827
2023 158  21 -130.8984   10.0994   91.5829
2023 158  22 -130.8987   10.0993   91.5832
2023 158  23 -130.8991   10.0993   91.5834
2023 159   0 -130.8994   10.0993   91.5837
2023 159   1 -130.8997   10.0993   91.5839
2023 159   2 -130.9001   10.0993   91.5841
2023 159   3 -130.9004   10.0993   91.5844
2023 159   4 -130.9007   10.0993   91.5846
2023 159   5 -130.9010   10.0993   91.5849
2023 159   6 -130.9014   10.0993   91.5851
2023 159   7 -130.9017   10.0993   91.5853
2023 159   8 -130.9020   10.0993   91.5856
2023 159   9 -130.9023   10.0993   91.5858
2023 159  10 -130.9027   10.0993   91.5861
2023 159  11 -130.9030   10.0993   91.5863
2023 159  12 -130.9033   10.0993   91.5865
2023 159  13 -130.9037   10.0993   91.5868
2023 159  14 -130.9040   10.0993   91.5870
2023 159  15 -130.9043   10.0993   91.5872
2023 159  16 -130.9047   10.0993   91.5875
2023 159  17 -130.9050   10.0993   91.5877
2023 159  18 -130.9053   10.0993   91.5880
2023 159  19 -130.9057   10.0993   91.5882
2023 159  20 -130.9060   10.0993   91.5885
2023 159  21 -130.9063   10.0993   91.5887
2023 159  22 -130.9067   10.0993   91.5889
2023 159  23 -130.9070   10.0993   91.5891
2023 160   0 -130.9073   10.0993   91.5894
2023 160   1 -130.9076   10.0993   91.5896
2023 160   2 -130.9080   10.0993   91.5899
2023 160   3 -130.9083   10.0993   91.5901
2023 160   4 -130.9086   10.0993   91.5904
2023 160   5 -130.9090   10.0993   91.5906
2023 160   6 -130.9093   10.0993   91.5908
2023 160   7 -130.9096   10.0993   91.5911
2023 160   8 -130.9099   10.0993   91.5913
2023 160   9 -130.9103   10.0992   91.5915
2023 160  10 -130.9106   10.0993   91.5918
2023 160  11 -130.9109   10.0993   91.5920
2023 160  12 -130.9113   10.0993   91.5923
2023 160  13 -130.9116   10.0993   91.5925
2023 160  14 -130.9119   10.0992   91.5928
2023 160  15 -130.9122   10.0993   91.5930
2023 160  16 -130.9126   10.0993   91.5932
2023 160  17 -130.9129   10.0992   91.5935
2023 160  18 -130.9132   10.0992   91.5937
2023 160  19 -130.9136   10.0992   91.5939
2023 160  20 -130.9139   10.0992   91.5942
2023 160  21 -130.9142   10.0992   91.5944
2023 160  22 -130.9146   10.0992   91.5947
2023 160  23 -130.9149   10.0992   91.5949
2023 161   0 -130.9152   10.0992   91.5951
2023 161   1 -130.9155   10.0992   91.5954
2023 161   2 -130.9159   10.0992   91.5956
2023 161   3 -130.9162   10.0992   91.5959
2023 161   4 -130.9165   10.0992   91.5961
2023 161   5 -130.9169   10.0992   91.5963
2023 161   6 -130.9172   10.0992   91.5966
2023 161   7 -130.9175   10.0992   91.5968
2023 161   8 -130.9179   10.0992   91.5971
2023 161   9 -130.9182   10.0992   91.5973
2023 161  10 -130.9185   10.0992   91.5975
2023 161  11 -130.9188   10.0992   91.5978
2023 161  12 -130.9192   10.0992   91.5980
2023 161  13 -130.9195   10.0992   91.5982
2023 161  14 -130.9198   10.0992   91.5985
2023 161  15 -130.9201   10.0992   91.5987
2023 161  16 -130.9205   10.0992   91.5990
2023 161  17 -130.9208   10.0992   91.5992
2023 161  18 -130.9211   10.0992   91.5994
2023 161  19 -130.9215   10.0992   91.5997
2023 161  20 -130.9218   10.0992   91.5999
2023 161  21 -130.9221   10.0992   91.6002
2023 161  22 -130.9225   10.0992   91.6004
2023 161  23 -130.9228   10.0992   91.6006
2023 162   0 -130.9231   10.0992   91.6009
2023 162   1 -130.9235   10.0992   91.6011
2023 162   2 -130.9238   10.0992   91.6013
2023 162   3 -130.9241   10.0992   91.6016
2023 162   4 -130.9244   10.0992   91.6018
2023 162   5 -130.9248   10.0992   91.6021
2023 162   6 -130.9251   10.0992   91.6023
2023 162   7 -130.9254   10.0991   91.6026
2023 162   8 -130.9258   10.0992   91.6028
2023 162   9 -130.9261   10.0992   91.6030
2023 162  10 -130.9264   10.0992   91.6033
2023 162  11 -130.9267   10.0992   91.6035
2023 162  12 -130.9271   10.0991   91.6037
2023 162  13 -130.9274   10.0991   91.6040
2023 162  14 -130.9277   10.0992   91.6042
2023 162  15 -130.9281   10.0991   91.6045
2023 162  16 -130.9284   10.0991   91.6047
2023 162  17 -130.9287   10.0991   91.6049
2023 162  18 -130.9291   10.0992   91.6052
2023 162  19 -130.9294   10.0992   91.6054
2023 162  20 -130.9297   10.0991   91.6057
2023 162  21 -130.9300   10.0991   91.6059
2023 162  22 -130.9304   10.0991   91.6061
2023 162  23 -130.9307   10.0991   91.6064
2023 163   0 -130.9310   10.0991   91.6066
2023 163   1 -130.9314   10.0991   91.6069
2023 163   2 -130.9317   10.0991   91.6071
2023 163   3 -130.9320   10.0991   91.6073
2023 163   4 -130.9324   10.0991   91.6076
2023 163   5 -130.9327   10.0991   91.6078
2023 163   6 -130.9330   10.0991   91.6080
2023 163   7 -130.9333   10.0991   91.6083
2023 163   8 -130.9337   10.0991   91.6085
2023 163   9 -130.9340   10.0991   91.6088
2023 163  10 -130.9343   10.0991   91.6090
2023 163  11 -130.9347   10.0991   91.6092
2023 163  12 -130.9350   10.0991   91.6095
2023 163  13 -130.9353   10.0991   91.6097
2023 163  14 -130.9356   10.0991   91.6100
2023 163  15 -130.9360   10.0991   91.6102
2023 163  16 -130.9363   10.0991   91.6104
2023 163  17 -130.9366   10.0991   91.6107
2023 163  18 -130.9370   10.0991   91.6109
2023 163  19 -130.9373   10.0991   91.6111
2023 163  20 -130.9376   10.0991   91.6114
2023 163  21 -130.9380   10.0991   91.6116
2023 163  22 -130.9383   10.0991   91.6119
2023 163  23 -130.9386   10.0991   91.6121
2023 164   0 -130.9389   10.0991   91.6124
2023 164   1 -130.9393   10.0991   91.6126
2023 164   2 -130.9396   10.0990   91.6128
2023 164   3 -130.9399   10.0991   91.6131
2023 164   4 -130.9403   10.0991   91.6133
2023 164   5 -130.9406   10.0991   91.6135
2023 164   6 -130.9409   10.0991   91.6138
2023 164   7 -130.9412   10.0990   91.6140
2023 164   8 -130.9416   10.0991   91.6143
2023 164   9 -130.9419   10.0991   91.6145
2023 164  10 -130.9422   10.0990   91.6147
2023 164  11 -130.9426   10.0990   91.6150
2023 164  12 -130.9429   10.0991   91.6152
2023 164  13 -130.9432   10.0991   91.6155
2023 164  14 -130.9436   10.0991   91.6157
2023 164  15 -130.9439   10.0990   91.6159
2023 164  16 -130.9442   10.0990   91.6162
2023 164  17 -130.9445   10.0991   91.6164
2023 164  18 -130.9449   10.0990   91.6167
2023 164  19 -130.9452   10.0990   91.6169
2023 164  20 -130.9455   10.0990   91.6171
2023 164  21 -130.9459   10.0990   91.6174
2023 164  22 -130.9462   10.0991   91.6176
2023 164  23 -130.9465   10.0990   91.6178
2023 165   0 -130.9468   10.0990   91.6181
2023 165   1 -130.9472   10.0990   91.6183
2023 165   2 -130.9475   10.0990   91.6186
2023 165   3 -130.9478   10.0990   91.6188
2023 165   4 -130.9482   10.0990   91.6190
2023 165   5 -130.9485   10.0990   91.6193
2023 165   6 -130.9488   10.0990   91.6195
2023 165   7 -130.9492   10.0990   91.6198
2023 165   8 -130.9495   10.0990   91.6200
2023 165   9 -130.9498   10.0990   91.6202
2023 165  10 -130.9501   10.0990   91.6205
2023 165  11 -130.9505   10.0990   91.6207
2023 165  12 -130.9508   10.0990   91.6210
2023 165  13 -130.9511   10.0990   91.6212
2023 165  14 -130.9515   10.0990   91.6214
2023 165  15 -130.9518   10.0990   91.6217
2023 165  16 -130.9521   10.0990   91.6219
2023 165  17 -130.9525   10.0990   91.6222
2023 165  18 -130.9528   10.0990   91.6224
2023 165  19 -130.9531   10.0990   91.6226
2023 165  20 -130.9534   10.0990   91.6229
2023 165  21 -130.9538   10.0990   91.6231
2023 165  22 -130.9541   10.0990   91.6233
2023 165  23 -130.9544   10.0990   91.6236
2023 166   0 -130.9548   10.0990   91.6238
2023 166   1 -130.9551   10.0990   91.6241
2023 166   2 -130.9554   10.0990   91.6243
2023 166   3 -130.9558   10.0990   91.6246
2023 166   4 -130.9561   10.0990   91.6248
2023 166   5 -130.9564   10.0989   91.6250
2023 166   6 -130.9567   10.0990   91.6253
2023 166   7 -130.9571   10.0990   91.6255
2023 166   8 -130.9574   10.0989   91.6257
2023 166   9 -130.9577   10.0990   91.6260
2023 166  10 -130.9581   10.0989   91.6262
2023 166  11 -130.9584   10.0990   91.6265
2023 166  12 -130.9587   10.0990   91.6267
2023 166  13 -130.9590   10.0989   91.6269
2023 166  14 -130.9594   10.0989   91.6272
2023 166  15 -130.9597   10.0989   91.6274
2023 166  16 -130.9600   10.0989   91.6277
2023 166  17 -130.9604   10.0989   91.6279
2023 166  18 -130.9607   10.0989   91.6281
2023 166  19 -130.9610   10.0989   91.6284
2023 166  20 -130.9613   10.0990   91.6286
2023 166  21 -130.9617   10.0989   91.6288
2023 166  22 -130.9620   10.0989   91.6291
2023 166  23 -130.9623   10.0989   91.6293
2023 167   0 -130.9627   10.0989   91.6296
2023 167   1 -130.9630   10.0989   91.6298
2023 167   2 -130.9633   10.0989   91.6301
2023 167   3 -130.9637   10.0989   91.6303
2023 167   4 -130.9640   10.0989   91.6305
2023 167   5 -130.9643   10.0989   91.6308
2023 167   6 -130.9647   10.0989   91.6310
2023 167   7 -130.9650   10.0989   91.6312
2023 167   8 -130.9653   10.0989   91.6315
2023 167   9 -130.9656   10.0989   91.6317
2023 167  10 -130.9660   10.0989   91.6320
2023 167  11 -130.9663   10.0989   91.6322
2023 167  12 -130.9666   10.0989   91.6324
2023 167  13 -130.9670   10.0989   91.6327
2023 167  14 -130.9673   10.0989   91.6329
2023 167  15 -130.9676   10.0989   91.6331
2023 167  16 -130.9680   10.0989   91.6334
2023 167  17 -130.9683   10.0989   91.6336
2023 167  18 -130.9686   10.0989   91.6339
2023 167  19 -130.9689   10.0989   91.6341
2023 167  20 -130.9693   10.0989   91.6344
2023 167  21 -130.9696   10.0989   91.6346
2023 167  22 -130.9699   10.0989   91.6348
2023 167  23 -130.9702   10.0989   91.6351
2023 168   0 -130.9706   10.0989   91.6353
2023 168   1 -130.9709   10.0989   91.6355
2023 168   2 -130.9712   10.0989   91.6358
2023 168   3 -130.9716   10.0988   91.6360
2023 168   4 -130.9719   10.0988   91.6363
2023 168   5 -130.9722   10.0989   91.6365
2023 168   6 -130.9726   10.0989   91.6367
2023 168   7 -130.9729   10.0989   91.6370
2023 168   8 -130.9732   10.0988   91.6372
2023 168   9 -130.9736   10.0988   91.6374
2023 168  10 -130.9739   10.0989   91.6377
2023 168  11 -130.9742   10.0988   91.6379
2023 168  12 -130.9745   10.0988   91.6382
2023 168  13 -130.9749   10.0988   91.6384
2023 168  14 -130.9752   10.0988   91.6386
2023 168  15 -130.9755   10.0989   91.6389
2023 168  16 -130.9759   10.0988   91.6391
2023 168  17 -130.9762   10.0988   91.6394
2023 168  18 -130.9765   10.0988   91.6396
2023 168  19 -130.9769   10.0988   91.6398
2023 168  20 -130.9772   10.0988   91.6401
2023 168  21 -130.9775   10.0988   91.6403
2023 168  22 -130.9778   10.0988   91.6406
2023 168  23 -130.9782   10.0988   91.6408
2023 169   0 -130.9785   10.0988   91.6410
2023 169   1 -130.9788   10.0988   91.6413
2023 169   2 -130.9791   10.0988   91.6415
2023 169   3 -130.9795   10.0988   91.6418
2023 169   4 -130.9798   10.0988   91.6420
2023 169   5 -130.9801   10.0988   91.6422
2023 169   6 -130.9805   10.0988   91.6425
2023 169   7 -130.9808   10.0988   91.6427
2023 169   8 -130.9811   10.0988   91.6429
2023 169   9 -130.9815   10.0988   91.6432
2023 169  10 -130.9818   10.0988   91.6434
2023 169  11 -130.9821   10.0988   91.6437
2023 169  12 -130.9825   10.0988   91.6439
2023 169  13 -130.9828   10.0988   91.6442
2023 169  14 -130.9831   10.0988   91.6444
2023 169  15 -130.9834   10.0988   91.6446
2023 169  16 -130.9838   10.0988   91.6449
2023 169  17 -130.9841   10.0988   91.6451
2023 169  18 -130.9844   10.0988   91.6453
2023 169  19 -130.9848   10.0988   91.6456
2023 169  20 -130.9851   10.0988   91.6458
2023 169  21 -130.9854   10.0988   91.6461
2023 169  22 -130.9857   10.0988   91.6463
2023 169  23 -130.9861   10.0988   91.6465
2023 170   0 -130.9864   10.0988   91.6468
2023 170   1 -130.9867   10.0988   91.6470
2023 170   2 -130.9870   10.0988   91.6473
2023 170   3 -130.9874   10.0988   91.6475
2023 170   4 -130.9877   10.0988   91.6477
2023 170   5 -130.9881   10.0988   91.6480
2023 170   6 -130.9884   10.0987   91.6482
2023 170   7 -130.9887   10.0987   91.6485
2023 170   8 -130.9890   10.0988   91.6487
2023 170   9 -130.9894   10.0987   91.6489
2023 170  10 -130.9897   10.0987   91.6492
